
Random ID,Duration (in seconds),"Please enter the code you received at the end of the game. Please ensure the code you enter here matches the code given to you by the game, if the codes do not match you will be unable to receive payment.",Select the choice that is second to the furthest right.,How mentally demanding was the task?,How physically demanding was the task?,How hurried or rushed was the pace of the task?,How successful were you in accomplishing what you were asked to do?,Select the choice that is all the way left.,How hard did you have to work to accomplish your level of performance?,"How insecure, discouraged, irritated, stressed, and annoyed were you?",I am optimistic towards artificial intelligence.,I am experienced working with artificial intelligence.,I have a positive relationship with technology.,Select the middle answer choice.,I would prefer working with a human rather than an AI.,I felt my teammate and I had a shared understanding of our teamwork.,I tried to cooperate with my teammate during the task.,My team member was cooperative during the task.,My teammate and I were cooperative during the task.,You must select the answer choice that states somewhat agree.,My teammate and I worked effectively during the task.,My teammate and I worked together better at the end of the task than at the beginning.,I am satisfied with my performance.,I am satisfied with my teammate's performance.,I would work with my teammate on another task.,I felt I was the leader during our collaboration.,I trust my teammate in acting in our mutual best interest.,I reacted aggressively towards my teammate.,My teammate reacted aggressively towards me.,I would like to be able to communicate with my teammate.,Our performance would benefit from?,What is your age?,What race are you?,What is your gender?,"Type the response ""human"".","What is the highest degree or level of school you have completed? (If you're currently enrolled in school, please state the highest degree you have received)"
4098,85,ueinmndb,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
4672,99,rjksjykb,0,1,1,2,0,1,0,1,1,-1,1,0,2,2,0,1,0,2,0,1,0,1,0,2,0,2,-1,1,good,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
7017,102,dvifssyd,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
9108,474,ewgefus,1,1,1,0,1,-2,1,-2,1,1,2,0,1,-1,0,-1,-1,1,0,-1,1,0,0,-1,-1,1,1,1,If we were not greedy ,26-35,Asian,Male,human,Some college
1221,142,pbljqdsf,1,-1,-2,-2,-2,-2,0,0,0,-1,0,0,2,-2,-1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,0,0,-2,More communication throughout the task.,46 - 55,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8020,153,bslvdme,1,1,2,1,2,-1,1,1,1,2,1,0,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,good,26-35,Asian,Male,human,"Masters degree (MA, MS, MEd)"
5466,581,qvxyokpa,-1,0,0,1,0,-2,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,NICE,18 - 25,Asian,Female,HUMAN,"Bachelor's degree (BA, BS)"
8422,133,juywwdcv,0,1,1,0,1,0,1,-1,1,-1,2,0,2,1,-1,1,0,2,0,-1,1,0,2,0,2,-1,1,0,good,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8566,151,svkvte,1,1,-2,-2,-1,-2,1,1,-2,0,0,0,1,-2,0,0,0,1,0,0,-2,0,1,-2,-2,-2,-2,1,communication,36 - 45,Indian,Male,human,High school diploma (GED)
4729,143,efpoyizt,1,1,-1,0,1,-2,1,0,-1,2,-1,0,2,-1,1,-1,1,1,0,-1,1,-1,1,2,1,0,2,1,good,26-35,Asian,Female,human,"Bachelor's degree (BA, BS)"
3888,245,ejeuiclo,1,-2,-2,-2,0,-2,-2,-1,1,0,2,0,-1,0,2,2,0,1,0,0,0,0,2,0,1,-2,-2,0,More of an understanding of how the buttons work. Despite only clicking peaceful for every option I would sometimes gain points at their expenses as though I had clicked attack.,18 - 25,Caucasian,Male,human,High school diploma (GED)
1877,139,etequjcz,1,-2,-2,-2,-1,-2,-2,1,-1,0,2,0,1,-2,0,0,0,1,-1,-1,-2,0,-2,0,-2,0,-1,-2,Not setting up the 'experiment' so that the AI always wins.  What is the point?,46 - 55,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3954,90,grgfald,-1,0,1,0,-1,-2,1,0,-1,1,2,0,-1,2,0,-1,1,0,-1,1,2,1,-1,0,1,0,1,2,nice,18 - 25,Indian,Female,human,"Bachelor's degree (BA, BS)"
8452,107,aimdcbpv,1,1,1,2,1,-2,1,2,1,2,1,0,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,good,26-35,Asian,Male,human,"Professional degree (MD, DDS, DVM)"
7403,253,tstpvqfr,1,1,1,-1,2,-2,2,-2,1,0,2,0,1,-1,1,-1,-1,1,1,-1,2,-1,1,1,0,-2,-2,2,the experience we gained.,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
8199,322,mhfdzhuo,1,-1,-2,-1,2,-2,1,-2,2,-1,2,0,1,-1,1,-1,-1,1,-1,-1,2,1,-1,2,-1,2,1,1,Having more details about what the attacks consist of.,56 - 65,Caucasian,Male,human,Associates degree (AA)
8063,70,nteedmmf,0,1,2,0,1,-1,1,0,1,-1,1,0,2,1,-1,2,0,1,-1,1,0,2,-1,1,0,2,-1,1,good,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8029,93,wnxtgctu,-1,0,1,-1,0,-2,0,-1,0,-2,2,0,-1,-1,1,0,-1,1,1,0,-1,0,1,0,-1,0,1,0,good,18 - 25,Indian,Female,human,"Bachelor's degree (BA, BS)"
5417,136,jqll,-1,1,1,0,2,0,1,0,1,2,1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,yes,18 - 25,Indian,Male,man,"Bachelor's degree (BA, BS)"
6932,433,lrjlzbml,0,-1,-1,-1,1,-1,-1,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,yes,26-35,Indian,Female,human,"Bachelor's degree (BA, BS)"
5578,88,hozjklva,1,-2,-2,-2,-2,-2,-2,0,2,-2,2,0,0,-2,-2,-2,-2,1,-2,-2,-1,-1,-2,-2,-2,2,2,-2,Clearer rules.,26-35,Caucasian,Male,human,Associates degree (AA)
6667,147,amifpci,0,1,1,0,1,1,0,1,1,2,1,0,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,yes,18 - 25,Asian,Male,men,"Bachelor's degree (BA, BS)"
9711,245,mojfyggi,0,-1,-1,-1,0,-1,0,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,yes,26-35,Indian,Female,human,"Bachelor's degree (BA, BS)"
4562,215,hdzvcobj,1,-1,-2,-2,2,-2,-2,-2,1,-1,2,0,0,0,1,0,1,1,1,0,1,1,1,-1,1,-2,-1,0,Cooperation and communication,46 - 55,Indian,Female,human,"Masters degree (MA, MS, MEd)"
8717,120,orfktdnz,1,-2,-2,-2,2,-2,-2,-2,2,-2,2,0,0,0,1,-1,-1,1,-1,-2,2,0,-1,-2,0,-2,1,-2,Clearer instructions,26-35,Caucasian,Male,human,Associates degree (AA)
2761,138,pnzdgrne,0,-1,-1,-1,0,-1,0,-1,0,1,1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,0,yes,26-35,Indian,Female,human,"Bachelor's degree (BA, BS)"
6312,170,pzvbcojk,-1,1,0,1,0,-2,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,good,18 - 25,Indian,Male,human,"Bachelor's degree (BA, BS)"
4581,152,arddydju,1,2,0,2,1,-2,1,2,2,1,2,0,2,2,1,2,-2,1,2,2,0,2,1,2,2,2,1,2,very nice,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
4701,120,A1QSPGSW9G7LT3,0,1,2,0,-1,1,0,2,1,0,2,1,0,0,-1,1,2,0,-1,2,0,-1,1,2,-1,1,2,-1,good work,26-35,Other,Male,human,"Bachelor's degree (BA, BS)"
9659,172,jbfxcncz,-2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
9975,91,wfpmh,1,-2,-2,-2,2,-2,-2,-2,2,-2,2,0,0,-2,-2,-2,-2,1,-2,-2,2,0,-2,-2,-2,-1,1,-2,Clearer instructions,26-35,Caucasian,Male,human,Associates degree (AA)
9446,554,jikofilg,1,0,-1,0,1,2,0,-1,2,0,2,0,0,0,1,0,1,1,1,2,1,0,1,1,2,-2,-2,1,improve as a team and win or achieve achievements more easily,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
2224,119,evlcsyfk,1,2,2,-2,2,-1,0,-2,2,1,2,0,2,1,2,1,1,1,0,2,2,2,1,0,1,1,2,1,graph theory,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
6340,195,qwcmjxmm,1,0,0,-1,2,-2,0,-2,2,0,2,0,0,-1,-2,1,1,1,2,2,1,0,0,1,-1,-2,-2,1,more communication,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
3572,280,lucdsdfz,-1,0,1,0,1,-1,1,0,1,-1,1,0,1,2,1,2,1,-1,1,2,1,0,2,1,2,1,2,1,YES,18 - 25,Asian,Male,MEN,"Bachelor's degree (BA, BS)"
7472,94,mpleofeo,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,good,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
7094,495,gqupxnto,1,0,-1,0,0,-2,-1,-2,1,-1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,-1,-1,1,Being able to chat with each other.,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
9510,201,eymqufrt,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
8171,81,fyzopmnf,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
8816,60,glgmlgao,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
5632,188,yqjjaxau,1,0,-1,0,1,-2,0,0,1,-1,1,0,0,1,1,2,1,1,2,0,1,-1,1,1,1,0,1,0,AI,46 - 55,Indian,Male,human,"Bachelor's degree (BA, BS)"
6694,52,ubxnitdf,1,1,2,1,1,1,1,1,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
9367,69,uvvotqxe,-1,1,0,1,0,-2,0,1,1,0,-1,0,2,1,-1,1,2,1,0,1,2,1,1,0,1,2,1,0,good,18 - 25,Indian,Male,human,"Bachelor's degree (BA, BS)"
1765,66,hzpqhcj,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
9208,230,plxucml,1,1,1,-2,1,-2,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,teamwork,46 - 55,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
8781,109,crabuhco,2,-2,-2,-2,0,-2,-2,1,-1,-2,-1,0,2,-1,-2,0,0,1,0,0,1,0,0,-1,-1,-2,-2,-2,Nothing. ,26-35,Caucasian,Male,human,High school diploma (GED)
9249,66,ldupfhgx,-1,0,0,1,0,-2,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,NICE,18 - 25,Indian,Male,HUMAN,"Bachelor's degree (BA, BS)"
7703,67,gyocsonb,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
2991,141,tohvfbig,2,0,-2,-2,2,-2,0,1,0,-2,0,0,2,0,0,0,0,1,0,0,2,0,0,-2,-2,-2,1,2,communication,36 - 45,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
2648,214,bssgywmx,1,-2,-2,-2,-2,-2,-2,2,1,1,1,0,1,-1,1,-1,0,1,-1,0,-2,0,-2,2,1,1,-2,1,Being able to communicate. Being willing to take risks. ,36 - 45,Caucasian,Female,human,High school diploma (GED)
2466,227,qlovtvwo,-1,1,1,2,1,0,1,2,1,2,1,0,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,MEN,18 - 25,Asian,Male,MEN,"Bachelor's degree (BA, BS)"
6615,95,duhzjv,1,-1,0,0,-2,-2,0,2,-2,0,1,0,1,0,-1,-2,0,1,0,0,-1,-2,-2,-2,-2,-2,-2,-2,a properly working game.,18 - 25,African American,Male,human,Some college
2193,147,iwyjrr,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NICE,18 - 25,Asian,Male,HUMAN,"Bachelor's degree (BA, BS)"
1481,86,zegpgkts,1,2,2,1,2,1,2,1,1,2,1,0,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,nice,18 - 25,Indian,Male,human,"Bachelor's degree (BA, BS)"
1146,71,ponkoj,1,2,2,2,1,-2,2,2,2,1,2,0,2,2,1,2,1,-1,2,2,1,2,1,2,1,1,0,2,nice,18 - 25,Indian,Male,human,"Bachelor's degree (BA, BS)"
7474,135,ii,-1,0,1,0,1,-2,0,1,0,1,0,0,1,0,1,0,1,1,1,2,1,0,1,0,1,0,1,0,good,18 - 25,Indian,Female,human,"Bachelor's degree (BA, BS)"
8405,154,qloqebh,1,0,0,0,0,-2,0,1,1,-1,1,0,0,0,-1,-2,-1,1,2,1,-1,-1,-2,-1,-2,-1,1,1,communication,26-35,Other,Male,human,High school diploma (GED)
4873,172,ptrrfpju,1,2,2,1,2,-2,2,1,2,1,2,0,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,nice,18 - 25,Indian,Female,human,"Bachelor's degree (BA, BS)"
3858,219,sjvhxhsb,-1,1,1,1,1,-2,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,2,1,1,1,1,-1,-1,1,AI,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
2792,226,udakga,1,0,-2,-2,-1,-2,0,-1,1,2,1,0,1,1,1,1,1,1,1,0,2,1,2,0,1,2,1,1,not sure,36 - 45,Caucasian,Female,huan,Associates degree (AA)
4815,103,gvtsmkn,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,NICE,18 - 25,Asian,Male,HUMAN,"Bachelor's degree (BA, BS)"
5353,77,fzblzuh,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,nice,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
4045,529,yurvfqgs,1,-2,-2,-2,0,-2,0,-2,2,-1,2,0,0,-1,0,0,0,1,1,-2,2,0,0,1,-1,-2,2,0,My team mate didnt really play soI'm not sure,26-35,African American,Female,human,High school diploma (GED)
1784,99,pfqysmgn,1,0,-2,-2,1,-2,-2,-2,1,-1,1,0,0,-1,-1,-2,-1,1,-1,-1,2,-2,-1,-1,-1,-2,1,-1,them not being aggressive.,26-35,Caucasian,Male,human,Associates degree (AA)
7374,918,pavgudyl,1,-1,-1,-2,0,-2,0,2,-1,0,2,0,1,0,-2,0,-2,1,-1,0,0,0,0,0,0,1,-1,0,"a point grid that actually corresponded to what hapens in actual play. Also, it would benefit by a game that actually seems like a cooperative game rather than a competitive one",46 - 55,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
7041,96,ngjbfkfr,1,1,2,1,2,-2,2,1,1,2,1,0,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,NICE,18 - 25,Indian,Male,human,"Professional degree (MD, DDS, DVM)"
4282,375,vritnlim,1,1,1,-1,0,0,2,1,-1,-2,-1,0,2,1,0,1,0,1,-1,0,0,1,0,1,-1,0,1,-2,me,46 - 55,Caucasian,Male,human,Some college
1501,120,ymofrpdp,0,0,0,0,0,0,0,0,2,0,2,0,-2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,communication,36 - 45,Caucasian,Male,human,High school diploma (GED)
5614,128,epfqvigb,1,2,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,human,18 - 25,Asian,Male,human,"Bachelor's degree (BA, BS)"
7275,168,gtcgpf,1,-2,-2,-2,2,-2,-2,-2,1,1,2,0,0,0,0,1,1,1,1,2,2,1,1,2,0,-1,1,0,I don't know,46 - 55,Caucasian,Female,human,High school diploma (GED)
7617,1427,lfbuotlh,1,1,1,0,-1,-2,1,-1,0,-2,1,0,0,0,-2,-2,-1,1,-1,-2,2,0,-1,1,-1,-2,2,-1,animosity,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
9712,76,jjujocjm,2,-1,-2,-2,0,-2,0,-1,2,1,1,0,0,-1,1,0,0,1,-2,-2,0,-1,0,-2,-1,0,0,1,communication,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
5771,91,jkdqjono,1,0,-2,-2,2,-2,0,-2,2,1,2,0,-1,1,0,-1,0,1,1,-2,2,0,-1,2,0,2,-1,1,Communication,36 - 45,Caucasian,Male,human,High school diploma (GED)
6775,73,rnygetiq,2,-2,-1,-1,2,-2,-1,-1,1,2,1,0,2,1,-2,1,-2,1,-1,-1,2,-2,1,2,-1,2,-1,-2,nothing they can stay cooperative so I can destroy them,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
8616,119,swbzs,1,0,-2,-2,0,-2,1,-1,1,0,1,0,2,-1,-2,-1,-1,1,0,-2,1,0,0,-1,-2,0,0,-1,Being fair in every decision.,36 - 45,Caucasian,Male,human,Associates degree (AA)
5493,95,khcyhtte,2,1,0,1,0,-2,0,0,1,-1,2,0,0,1,0,2,0,1,-1,1,0,1,-1,2,-1,1,-1,1,good,26-35,African American,Male,human,"Bachelor's degree (BA, BS)"
8642,208,ifouyk,2,-2,-2,0,0,-2,-2,-2,1,-1,1,0,2,0,-2,0,-1,1,1,0,1,1,1,-1,0,-1,-1,0,"better rewards. if there was a way to win points rather than only lose or not lose, perhaps there would be more incentive towards a cooperative strategy.",36 - 45,Caucasian,Male,human,Some college
8200,89,rmwbyt,-1,0,1,1,-2,0,1,-2,0,0,1,-1,0,0,-1,0,-1,1,2,0,-1,0,-1,-1,1,-1,0,0,good,26-35,Caucasian,Male,Human,"Masters degree (MA, MS, MEd)"
6556,131,prfsnldi,1,0,-2,0,-1,-2,0,-1,-2,-2,0,0,2,-2,1,-1,-1,1,-1,-1,-2,0,-1,-2,-1,0,0,1,cooperation and communication,46 - 55,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
7468,126,iasqlbob,2,0,-2,-1,1,-2,0,-1,1,-1,1,0,-1,0,-1,0,-1,1,1,-1,1,0,1,1,0,1,-1,0,more communication,18 - 25,Asian,Female,human,"Bachelor's degree (BA, BS)"
7117,104,fqwsbdr,1,-2,-2,0,2,-2,-2,-2,1,0,2,0,-1,-2,0,0,0,1,0,0,2,2,0,2,1,1,0,0,Being able to chat and come up with a plan.,36 - 45,Caucasian,Male,human,Some college
2012,135,cwgufgub,1,0,-2,0,-1,-2,0,1,1,-1,2,0,0,-2,2,-2,-2,1,-2,-2,-1,-2,-2,-2,-2,-1,1,1,Consistency on my teammates part.,36 - 45,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
7991,145,wlvxbuny,2,1,1,1,2,1,2,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,yes thank you,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
7533,244,apbzvwmi,1,0,-2,-2,1,-2,0,-2,2,1,1,0,1,-1,1,1,1,1,0,2,1,1,1,1,2,2,-1,0,same old chat box,56 - 65,Caucasian,Male,human,High school diploma (GED)
3383,101,wvoutea,1,-2,-2,-2,1,-2,0,-2,1,1,1,0,0,1,-1,0,-1,1,-1,-1,1,1,0,1,-1,1,-1,-2,working together better,36 - 45,Caucasian,Female,human,Associates degree (AA)
9972,134,wxecsxjx,-1,1,-1,0,1,-2,0,-1,1,0,1,0,1,1,-1,1,2,1,0,-1,2,0,1,-1,1,0,1,2,other participants,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
4976,87,ahagj,2,-2,-2,-2,2,-2,-1,-1,1,0,2,0,1,0,-1,0,0,1,0,-1,2,1,0,2,0,1,-2,2,A chat box,18 - 25,Other,Female,human,"Bachelor's degree (BA, BS)"
1853,135,yizofyti,0,0,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,YES,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
8942,149,kugcm,1,-2,-2,-2,2,-2,-2,-2,2,-1,2,0,0,-2,1,0,-1,1,1,-2,2,0,0,-2,-2,2,2,-1,I really don't think this task would benefit from anything because it really isn't a performance task. ,26-35,Caucasian,Male,human,Associates degree (AA)
7409,168,nafwbsqq,1,-1,-2,-2,1,-2,-1,-2,1,0,2,0,-1,2,2,2,1,1,1,-2,2,1,2,1,-1,-2,0,1,Being able to communicate before any moves were made,56 - 65,Caucasian,Male,human,Some college
7237,182,nrjzdgmp,1,2,2,-2,2,-1,0,-2,1,2,1,0,1,1,2,1,2,1,0,1,2,1,1,2,1,0,1,2,GAME THEORY ,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
7823,315,kebugwhy,1,0,-2,0,1,-2,2,-2,-1,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,-2,-2,1,more communication ,26-35,African American,Female,human ,Some college
2031,125,svnhtbkf,2,-2,-2,0,0,-2,0,-2,1,0,2,0,2,-1,-2,0,0,1,0,0,2,0,0,1,-2,1,-2,0,"Showing the outcome in the notification. At first I thought every time I was selecting something I was successful as in, the best outcome for myself. I didn't understand the first round very well how it was working. ",26-35,Caucasian,Female,human,Some college
8907,607,qfacnqqt,0,-1,0,0,0,-2,0,0,0,-1,-1,0,1,-1,-1,-1,-2,1,1,0,0,0,1,1,0,-1,-1,1,Not sure,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
4844,196,nvdntiti,1,0,-2,-1,1,-2,0,-1,1,-1,1,0,0,-1,0,-1,-1,1,-1,0,1,-1,-1,1,-2,1,-1,1,Mutual understanding of trying to minimize sentencing,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
6341,826,jpvtvfx,0,-1,0,0,0,-2,-1,0,-1,0,0,0,1,0,1,1,0,1,0,-1,-1,0,0,1,0,1,0,0,More people involved,36 - 45,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
6352,88,nixnkhua,2,0,-2,-2,2,-2,0,-2,1,0,0,0,0,-2,-2,-2,-2,1,-2,-2,2,0,0,-2,-2,2,2,2,communication,36 - 45,Asian,Male,human,"Bachelor's degree (BA, BS)"
9557,94,etuniodi,2,-2,-2,0,2,-2,-2,-2,2,-2,2,0,1,1,2,2,-1,1,2,-2,2,2,2,2,2,2,-2,2,I have no comments on this.,18 - 25,Caucasian,Male,human,Some college
5994,100,audyun,1,0,-2,0,1,-2,-1,-2,0,-2,2,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,-1,-2,Not sure,26-35,Caucasian,Female,human,"Masters degree (MA, MS, MEd)"
9275,74,lexjgkoz,1,2,-1,0,1,-2,1,1,1,-1,1,0,2,1,-1,0,2,1,-1,-2,-1,-2,0,1,-1,1,0,0,us doing bretter,26-35,Caucasian,Female,human,Some college
1068,93,yrbrm,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,GOOD,26-35,African American,Male,human,"Bachelor's degree (BA, BS)"
8662,220,opdxql,1,0,-2,1,2,-2,0,-2,1,-2,2,0,2,0,-1,0,-1,1,1,1,2,1,1,-2,0,2,0,-2,collaborating,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
7247,113,qcntj,1,0,0,-1,1,-2,0,-1,1,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,More time together,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
5214,212,ymwacqnq,-1,-1,-2,0,0,-2,-1,-2,-1,-2,1,0,2,0,1,1,1,1,2,2,2,2,1,1,1,0,-2,0,Everything was great.,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
6444,492,fyltj,-1,1,1,0,1,-1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,1,1,-1,1,0,1,1,it is some what easy to do ,26-35,Indian,Male,human,"Bachelor's degree (BA, BS)"
8618,152,hunvqqu,1,-1,-2,-1,0,-2,-1,-2,1,-1,0,0,1,1,0,2,0,1,0,-1,1,0,1,0,0,1,1,0,Nothing,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
5070,310,gjdmzpmb,-1,1,1,1,0,-2,1,1,1,-1,2,0,1,1,2,-1,1,1,2,-1,2,1,2,1,-1,2,-1,2,it is some what easy to do,26-35,Indian,Female,human,"Bachelor's degree (BA, BS)"
6597,115,jolwit,1,1,-2,-1,1,-2,0,-2,1,-2,0,0,1,2,2,2,2,1,2,2,1,2,2,0,2,-2,-2,1,nothing,26-35,Caucasian,Male,human,"Masters degree (MA, MS, MEd)"
1326,379,xwaavftc,1,1,2,1,2,-2,1,2,1,1,2,0,2,1,1,2,0,1,1,1,1,2,0,1,1,1,2,0,NONE,26-35,Caucasian,Female,HUMAN,"Professional degree (MD, DDS, DVM)"
3654,303,wuoqhjdp,1,0,-2,0,0,-2,0,-1,1,-1,1,0,1,-1,1,-1,-1,1,0,1,-1,-1,0,-1,-1,-1,1,1,Better directions,46 - 55,African American,Female,human,Some college
2112,374,uhbtutaj,0,1,-1,0,1,-2,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,between two options. decision ,36 - 45,Indian,Male,human ,"Bachelor's degree (BA, BS)"
7507,128,xcvzeu,0,0,1,1,0,0,0,1,1,0,2,2,0,1,0,1,0,1,1,2,1,0,1,2,0,1,0,1,attention,36 - 45,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
3317,119,vckcioo,1,-1,-2,0,-1,-2,0,0,1,-1,1,0,1,-1,1,-1,-1,1,-1,-1,-2,-1,-2,-2,-2,-2,-2,0,communication,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
2440,92,wmsdknoi,1,1,-2,0,0,-2,2,-2,2,2,2,0,1,2,1,1,1,1,1,2,1,1,2,0,1,-2,-2,1,A chatbox where we could each say what the other is going to pick.,36 - 45,Asian,Female,human,"Bachelor's degree (BA, BS)"
8161,406,yyscvsdi,1,-2,-2,-2,2,-2,-2,-2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,0,0,2,1,2,Cooperation,36 - 45,African American,Male,human,High school diploma (GED)
8662,547,esetutxk,2,0,1,0,0,-2,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,-1,-1,-1,0,0,0,I dont know.,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
7707,129,zypxwblc,1,-2,-2,1,1,-2,-2,-2,1,0,2,0,1,-2,1,1,-1,1,0,-2,2,2,1,1,-2,2,-1,-1,Communication and a shared positive outcome.,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
9618,227,suvvvous,1,-1,-1,-2,2,-2,-1,-2,1,-2,1,0,0,-2,-1,-1,-2,1,-1,-1,2,0,0,1,-2,1,0,0,do not know,26-35,Caucasian,Male,human,High school diploma (GED)
